0,59,34
1,45,34
2,45,34
3,45,34
4,49,30
5,49,30
6,48,32
7,48,31
8,47,31
9,47,32
10,46,31
11,46,31
12,46,31
13,46,30
14,46,30
15,45,29
16,46,28
17,47,28
18,47,28
19,47,27
20,48,27
21,48,26
22,48,26
23,48,25
24,49,25
25,49,25
26,50,24
27,50,24
28,51,24
29,51,23
30,51,23
31,51,23
32,51,22
33,52,22
34,52,22
35,52,22
36,52,23
37,52,23
38,53,22
39,52,23
40,52,23
41,52,23
42,51,24
43,49,24
44,49,24
45,47,25
46,45,26
47,43,27
48,41,28
49,41,28
50,41,28
51,40,28
52,40,28
53,35,31
54,31,33
55,27,34
56,27,34
57,26,34
58,25,34
59,25,34
60,24,35
61,23,35
62,23,35
63,22,35
64,22,35
65,21,35
66,20,36
67,24,36
68,26,37
69,26,37
70,25,37
71,26,36
72,28,35
73,27,35
74,29,34
75,29,32
76,30,31
77,31,30
78,32,28
79,34,27
80,35,26
81,37,25
82,38,24
83,40,23
84,43,22
85,45,21
86,47,21
87,49,20
88,52,20
89,54,20
90,54,19
91,55,19
92,58,19
93,61,19
94,61,19
95,62,19
96,63,18
97,64,18
98,64,18
99,65,19
100,64,21
101,64,22
102,63,22
103,62,23
104,62,23
105,60,24
106,57,24
107,55,25
108,53,25
109,51,25
110,49,25
111,47,25
112,45,25
113,43,25
114,42,25
115,40,24
116,39,24
117,38,24
118,37,24
119,36,23
120,35,23
121,35,23
122,34,23
123,34,23
124,34,23
125,34,23
126,34,23
127,34,23
128,33,23
129,33,24
130,33,24
131,33,24
132,33,23
133,33,23
134,33,24
135,34,24
136,34,24
137,34,24
138,34,23
139,34,23
140,35,23
141,36,23
142,36,23
143,36,23
144,37,23
145,37,23
146,38,24
147,39,24
148,40,24
149,40,24
150,41,24
151,42,24
152,42,24
153,42,24
154,42,24
155,42,24
156,43,24
157,43,24
158,43,24
159,43,24
160,43,24
161,43,24
162,43,24
163,43,24
164,43,24
165,43,25
166,43,25
167,43,26
168,43,26
169,44,27
170,44,27
171,44,28
172,44,29
173,44,29
174,44,29
175,45,30
176,45,31
177,45,31
178,45,31
179,45,31
180,45,32
181,46,32
182,46,32
183,46,32
184,47,32
185,47,32
186,48,32
187,48,32
188,48,32
189,48,33
190,51,33
191,51,34
192,53,35
193,55,36
194,56,36
195,56,37
196,56,37
197,57,37
198,57,37
199,58,38
200,58,38
201,58,38
202,59,38
203,59,39
204,60,39
205,60,39
206,60,39
207,61,40
208,61,40
209,61,40
210,62,41
211,62,41
212,63,41
213,58,32
214,56,29
215,54,28
216,51,27
217,48,26
218,45,26
219,42,25
220,39,25
221,37,25
222,35,25
223,32,25
224,30,25
225,28,25
226,27,25
227,26,26
228,25,26
229,25,26
230,25,28
231,26,29
232,27,29
233,27,30
234,26,30
235,26,30
236,26,30
237,25,30
238,25,30
239,34,32
240,33,32
241,33,32
242,33,32
243,33,32
244,33,33
245,42,33
246,47,33
247,49,33
248,51,33
249,52,33
250,52,32
251,52,32
252,52,32
253,51,32
254,51,31
255,50,31
256,49,30
