0,59,34
1,57,54
2,57,56
3,57,56
4,57,56
5,56,56
6,57,55
7,57,55
8,57,55
9,57,54
10,57,55
11,57,55
12,57,55
13,58,54
14,57,53
15,57,54
16,56,54
17,57,52
18,57,52
19,57,53
20,58,53
21,58,52
22,58,51
23,59,51
24,58,51
25,59,50
26,58,51
27,59,50
28,59,49
29,58,50
30,59,49
31,58,49
32,59,50
33,59,51
34,59,49
35,59,50
36,60,50
37,59,50
38,60,50
39,60,50
40,60,50
41,59,49
42,58,49
43,57,49
44,56,51
45,54,52
46,52,53
47,51,54
48,50,54
49,49,54
50,48,55
51,47,56
52,47,57
53,46,55
54,45,56
55,46,56
56,46,56
57,44,56
58,45,57
59,45,57
60,46,56
61,45,55
62,46,56
63,47,56
64,47,57
65,48,56
66,48,56
67,48,55
68,47,55
69,47,54
70,48,54
71,47,54
72,48,54
73,47,53
74,49,52
75,48,53
76,49,52
77,49,51
78,49,49
79,49,49
80,52,50
81,53,51
82,54,51
83,54,50
84,58,51
85,58,50
86,62,51
87,62,49
88,64,49
89,66,51
90,69,49
91,70,51
92,70,49
93,71,47
94,72,48
95,72,47
96,72,48
97,73,49
98,73,48
99,69,49
100,66,50
101,64,50
102,64,50
103,61,51
104,60,50
105,58,50
106,57,51
107,55,51
108,54,50
109,54,49
110,53,49
111,52,50
112,50,49
113,51,48
114,50,49
115,50,48
116,49,48
117,49,47
118,49,48
119,49,47
120,49,46
121,48,45
122,48,45
123,48,46
124,48,45
125,49,45
126,48,46
127,47,44
128,47,43
129,48,43
130,48,45
131,47,43
132,47,44
133,47,45
134,47,43
135,47,41
136,47,42
137,47,43
138,48,42
139,48,44
140,48,43
141,48,43
142,49,43
143,50,44
144,50,43
145,50,42
146,50,42
147,50,42
148,51,41
149,51,43
150,50,43
151,50,42
152,50,42
153,51,41
154,50,42
155,51,42
156,51,42
157,51,42
158,51,43
159,50,43
160,49,43
161,50,45
162,50,44
163,49,43
164,50,43
165,51,43
166,51,44
167,51,45
168,52,45
169,51,45
170,52,45
171,52,45
172,52,45
173,53,44
174,52,44
175,52,45
176,53,44
177,53,46
178,54,47
179,53,46
180,54,46
181,53,45
182,53,47
183,55,47
184,55,48
185,57,50
186,57,49
187,58,51
188,59,50
189,59,50
190,62,53
191,63,55
192,65,56
193,67,55
194,67,57
195,69,57
196,70,58
197,70,59
198,70,60
199,72,60
200,74,60
201,74,60
202,76,60
203,76,59
204,77,60
205,78,60
206,78,60
207,78,60
208,77,56
209,75,55
210,74,56
211,72,53
212,69,52
213,65,52
214,62,52
215,59,51
216,56,51
217,54,51
218,51,51
219,50,50
220,47,50
221,46,50
222,45,51
223,43,51
224,42,50
225,42,51
226,42,51
227,42,50
228,43,51
229,43,52
230,46,52
231,47,53
232,48,53
233,50,54
234,51,53
235,53,55
236,55,54
237,56,55
238,57,54
239,59,55
240,60,56
241,61,56
242,61,56
243,62,56
244,60,56
245,61,57
246,61,55
247,60,57
248,61,55
249,60,54
250,58,54
251,57,53
252,57,52
253,57,54
254,56,54
255,55,53
256,56,53
